15596;Последнийрев;80;Рыцарь смерти;Тролль
15597;Prida;80;Паладин;Эльф крови
15598;Kaponeall;80;Охотник;Гоблин
15599;Zuribit;80;Друид;Эльф крови
15600;Речкадонецк;80;Жрец;Ночной эльф
15601;Hrdtms;80;Разбойник;Ночной эльф
15602;Фили;80;Паладин;Дворф
15603;Чумный;80;Рыцарь смерти;Человек
15604;Selysong;80;Чернокнижник;Гоблин
15605;Pushichka;80;Паладин;Таурен
15606;Лосивод;80;Воин;Гоблин
15607;Nelegallik;80;Шаман;Орк
15608;Мизень;80;Разбойник;Нежить
15609;Ondic;80;Шаман;Ночной эльф
15610;Shadowrain;80;Жрец;Эльф бездны
15611;Bratislava;80;Паладин;Дворф
15612;Dontrundude;80;Охотник;Гоблин
15613;Caine;80;Рыцарь смерти;Орк
15614;Киберхаски;80;Паладин;Ворген
15615;Paprika;80;Охотник;Тролль
15616;Maroka;80;Паладин;Таурен
15617;Stormyfox;80;Шаман;Вульпера(Орда)
15618;Хусхантер;80;Охотник;Вульпера(Орда)
15619;Вышка;80;Чернокнижник;Гоблин
15620;Сифмун;80;Чернокнижник;Человек
15621;Кастанэ;80;Паладин;Гоблин
15622;Nehiro;80;Чернокнижник;Гоблин
15623;Борязавод;80;Воин;Гоблин
15624;Игритт;80;Охотник;Дреней
15625;Strashilo;80;Чернокнижник;Человек
15626;Разнузданный;80;Жрец;Нежить
15627;Дестроллер;80;Паладин;Высший эльф
15628;Мамполотенце;80;Рыцарь смерти;Тролль
15629;Alplock;80;Чернокнижник;Нежить
15630;Тапкампогубе;80;Рыцарь смерти;Гоблин
15631;Главком;80;Рыцарь смерти;Человек
15632;Мирген;80;Рыцарь смерти;Пандарен(Альянс)
15633;Xloymorec;80;Жрец;Ночной эльф
15634;Kenjipro;80;Охотник;Ночной эльф
15635;Масхончик;80;Чернокнижник;Гоблин
15636;Друтаурен;80;Друид;Таурен
15637;Харрибел;80;Шаман;Эльф крови
15638;Hydraonelove;80;Жрец;Нежить
15639;Unreal;80;Рыцарь смерти;Нежить
15640;Жопастенькая;80;Друид;Эредар
15641;Lovelysoul;80;Чернокнижник;Эредар
15642;Sylanellaq;80;Разбойник;Ночной эльф
15643;Gushmodersx;80;Маг;Ночной эльф
15644;Шантис;80;Охотник;Эльф крови
15645;Aloanna;80;Паладин;Нага
15646;Шызиксднр;80;Рыцарь смерти;Эредар
15647;Вердиш;80;Маг;Тролль
15648;Минчанин;80;Чернокнижник;Ворген
15649;Neondarkness;80;Чернокнижник;Нежить
15650;Balbeska;80;Чернокнижник;Гоблин
15651;Вульфродо;80;Охотник;Эредар
15652;Ахуко;80;Шаман;Эредар
15653;Такангор;80;Воин;Таурен
15654;Redhulk;80;Воин;Нежить
15655;Tranki;80;Жрец;Эредар
15656;Ефарина;80;Шаман;Вульпера(Орда)
15657;Анурион;80;Рыцарь смерти;Человек
15658;Clinit;80;Маг;Нежить
15659;Фодикс;80;Шаман;Высший эльф
15660;Messi;80;Шаман;Эредар
15661;Дуболист;80;Охотник;Вульпера(Орда)
15662;Dirtymaker;80;Маг;Нежить
15663;Халяваа;80;Разбойник;Ночнорожденный
15664;Shadownova;80;Паладин;Нежить
15665;Запакуювсех;80;Разбойник;Гоблин
15666;Secret;80;Жрец;Ночнорожденный
15667;Андусик;80;Разбойник;Эльф бездны
15668;Garex;80;Друид;Эльф крови
15669;Erne;80;Друид;Нежить
15670;Yavara;80;Жрец;Высший эльф
15671;Makrayer;80;Шаман;Эредар
15672;Funmaker;80;Маг;Гоблин
15673;Скайферс;80;Воин;Орк
15674;Demonsslayer;80;Чернокнижник;Человек
15675;Anzaii;80;Шаман;Эредар
15676;Vakati;80;Паладин;Эредар
15677;Кусяо;80;Друид;Гоблин
15678;Гугуша;80;Друид;Ночной эльф
15679;Anacondaz;80;Паладин;Эредар
15680;Кентарион;80;Воин;Орк
15681;Оням;80;Паладин;Пандарен(Орда)
15682;Jenji;80;Маг;Вульпера(Альянс)
15683;Хитрыйстраус;80;Охотник;Гоблин
15684;Fisher;80;Друид;Нежить
15685;Jank;80;Чернокнижник;Эредар
15686;Darissa;80;Жрец;Высший эльф
15687;Хромика;80;Друид;Гном
15688;Springshow;80;Чернокнижник;Эльф крови
15689;Гарсифлопс;80;Шаман;Ночной эльф
15690;Омни;80;Жрец;Ночной эльф
15691;Keppa;80;Паладин;Человек
15692;Faithedict;80;Разбойник;Вульпера(Орда)
15693;Jnx;80;Охотник;Человек
15694;Qabinagod;80;Воин;Гоблин
15695;Blackegor;80;Рыцарь смерти;Эредар
15696;Jaydener;80;Воин;Человек
15697;Аверн;80;Маг;Гоблин
15698;Aiterego;80;Воин;Орк
15699;Raymondd;80;Маг;Ночной эльф
15700;Бразилец;80;Охотник;Орк
15701;Toitik;80;Рыцарь смерти;Тролль
15702;Еноти;80;Маг;Вульпера(Орда)
15703;Vinar;80;Рыцарь смерти;Нежить
15704;Ekon;80;Шаман;Ночной эльф
15705;Анреальный;80;Охотник;Вульпера(Альянс)
15706;Queenmoon;80;Друид;Ночнорожденный
15707;Прокнул;80;Воин;Ночной эльф
15708;Клювик;80;Маг;Гоблин
15709;Рокенрол;80;Рыцарь смерти;Нежить
15710;Палмолив;80;Паладин;Эльф крови
15711;Loknelox;80;Чернокнижник;Эредар
15712;Корольшутов;80;Охотник;Нежить
15713;Larnroz;80;Маг;Тролль
15714;Пвеслон;80;Чернокнижник;Орк
15715;Шушбанчик;80;Воин;Орк
15716;Фростняша;80;Рыцарь смерти;Нежить
15717;Vanichela;80;Чернокнижник;Гоблин
15718;Раксалана;80;Чернокнижник;Эльф крови
15719;Яростьхрапа;80;Охотник;Орк
15720;Blackwhite;80;Чернокнижник;Высший эльф
15721;Ванинхил;80;Жрец;Нага
15722;Arlene;80;Чернокнижник;Гоблин
15723;Эхведьмая;80;Чернокнижник;Гоблин
15724;Мяукиншольтс;80;Друид;Ночной эльф
15725;Ампи;80;Охотник;Тролль
15726;Coldman;80;Жрец;Нежить
15727;Drdre;80;Друид;Ночной эльф
15728;Shankks;80;Разбойник;Нежить
15729;Bumbastic;80;Паладин;Эредар
15730;Voidspiritus;80;Жрец;Нежить
15731;Razzlexy;80;Паладин;Гном
15732;Inzord;80;Разбойник;Нежить
15733;Roqu;80;Паладин;Орк
15734;Локсар;80;Маг;Эредар
15735;Arxidemon;80;Жрец;Дреней
15736;Tapokek;80;Чернокнижник;Нежить
15737;Докитос;80;Рыцарь смерти;Тролль
15738;Лид;80;Воин;Эредар
15739;Шнуркиофвайт;80;Воин;Гоблин
15740;Clergyman;80;Паладин;Ночной эльф
15741;Istr;80;Паладин;Таурен
15742;Qazywer;80;Чернокнижник;Эльф крови
15743;Ljosbjorg;80;Жрец;Дреней
15744;Jetkokos;80;Друид;Ночной эльф
15745;Zenahm;80;Друид;Дреней
15746;Stinga;80;Шаман;Эредар
15747;Анхолифрэнзи;80;Рыцарь смерти;Эльф крови
15748;Мистертомас;80;Рыцарь смерти;Эльф крови
15749;Гифкаа;80;Паладин;Дреней
15750;Minipewpew;80;Разбойник;Человек
15751;Буравэтко;80;Шаман;Гоблин
15752;Eternalness;80;Друид;Ночнорожденный
15753;Fresher;80;Разбойник;Гоблин
15754;Хбсмерти;80;Чернокнижник;Нежить
15755;Джекичана;80;Друид;Ночной эльф
15756;Roginn;80;Паладин;Эльф бездны
15757;Moreax;80;Паладин;Вульпера(Орда)
15758;Antissgf;80;Воин;Орк
15759;Неодора;80;Разбойник;Эльф бездны
15760;Гецугич;80;Разбойник;Нежить
15761;Божьякоровка;80;Чернокнижник;Эредар
15762;Kydasai;80;Друид;Ночной эльф
15763;Садарн;80;Паладин;Человек
15764;Smoothies;80;Друид;Ночной эльф
15765;Egoland;80;Паладин;Дворф клана Черного Железа
15766;Bankapepsi;80;Паладин;Дворф
15767;Foxu;80;Разбойник;Ночнорожденный
15768;Mytsybishi;80;Рыцарь смерти;Гоблин
15769;Дриищ;80;Жрец;Ночной эльф
15770;Berserkmode;80;Разбойник;Ночной эльф
15771;Люблюбичей;80;Маг;Ночной эльф
15772;Zooko;80;Рыцарь смерти;Гоблин
15773;Mylifeiswar;80;Рыцарь смерти;Эредар
15774;Meedooza;80;Друид;Эредар
15775;Мухацэцэ;80;Жрец;Вульпера(Альянс)
15776;Emportal;80;Чернокнижник;Эредар
15777;Линдгрен;80;Паладин;Таурен
15778;Одесситыч;80;Рыцарь смерти;Ворген
15779;Хулиган;80;Друид;Гоблин
15780;Никиняха;80;Маг;Эредар
15781;Инферния;80;Шаман;Пандарен(Орда)
15782;Riski;80;Охотник;Гоблин
15783;Чинушка;80;Охотник;Дворф клана Черного Железа
15784;Effleck;80;Разбойник;Эльф бездны
15785;Майнхерц;80;Чернокнижник;Эредар
15786;Magicgodx;80;Маг;Ночной эльф
15787;Джоккер;80;Рыцарь смерти;Нежить
15788;Tenderness;80;Паладин;Дреней
15789;Bolka;80;Охотник;Вульпера(Орда)
15790;Бохинь;80;Паладин;Высший эльф
15791;Yapodsidrom;80;Маг;Эредар
15792;Бедняга;80;Воин;Орк
15793;Nixxon;80;Воин;Дворф
15794;Odia;80;Друид;Дреней
15795;Emoboy;80;Чернокнижник;Эредар
15796;Хеллиш;80;Паладин;Эльф крови
15797;Ниилит;80;Разбойник;Эльф крови
15798;Sukulent;80;Друид;Ночной эльф
15799;Квиллег;80;Рыцарь смерти;Дреней
15800;Wonderchild;80;Маг;Эредар
15801;Собратмахан;80;Паладин;Таурен
15802;Santilla;80;Друид;Таурен
15803;Dasler;80;Маг;Нежить
15804;Kultyapka;80;Друид;Эредар
15805;Терровульф;80;Воин;Ворген
15806;Литросексуал;80;Паладин;Эльф бездны
15807;Ikodane;80;Охотник;Ночной эльф
15808;Саргесия;80;Рыцарь смерти;Дреней
15809;Felvkatia;80;Чернокнижник;Гоблин
15810;Vittox;80;Шаман;Гоблин
15811;Дыцл;80;Жрец;Нежить
15812;Djimbim;80;Маг;Нежить
15813;Denevian;80;Паладин;Пандарен(Альянс)
15814;Zumishe;80;Рыцарь смерти;Таурен
15815;Flocky;80;Чернокнижник;Эредар
15816;Wisok;80;Воин;Таурен
15817;Myza;80;Разбойник;Ночнорожденный
15818;Мертвячка;80;Маг;Нежить
15819;Магнитуда;80;Рыцарь смерти;Эльф крови
15820;Минари;80;Шаман;Ночной эльф
15821;Makago;80;Охотник;Орк
15822;Monkie;80;Охотник;Гоблин
15823;Voicy;80;Жрец;Эльф бездны
15824;Бизури;80;Шаман;Орк
15825;Caylvane;80;Жрец;Ночной эльф
15826;Азерона;80;Жрец;Эльф бездны
15827;Чпокалка;80;Паладин;Дреней
15828;Godq;80;Паладин;Эльф крови
15829;Пивнойкиоск;80;Друид;Ночной эльф
15830;Smorcshane;80;Воин;Ночной эльф
15831;Марсез;80;Маг;Эредар
15832;Анафилаксия;80;Чернокнижник;Эредар
15833;Aasakuraa;80;Рыцарь смерти;Высший эльф
15834;Bloodsword;80;Воин;Гоблин
15835;Вспотевший;80;Паладин;Эльф крови
15836;Далерус;80;Паладин;Человек
15837;Saltyrat;80;Маг;Гоблин
15838;Kleeo;80;Паладин;Пандарен(Орда)
15839;Kotshot;80;Охотник;Таурен
15840;Crysis;80;Чернокнижник;Нежить
15841;Daagny;80;Жрец;Человек
15842;Пачка;80;Разбойник;Ночнорожденный
15843;Adma;80;Воин;Пандарен(Альянс)
15844;Аугири;80;Шаман;Ночной эльф
15845;Antiesh;80;Друид;Эльф бездны
15846;Skibidi;80;Шаман;Ночной эльф
15847;Kaiyree;80;Жрец;Дреней
15848;Айрексс;80;Рыцарь смерти;Эредар
15849;Morohir;80;Чернокнижник;Эльф крови
15850;Gexon;80;Паладин;Дворф клана Черного Железа
15851;Sidolka;80;Жрец;Вульпера(Орда)
15852;Маняха;80;Охотник;Эредар
15853;Донпирожок;80;Воин;Дворф
15854;Учгун;80;Охотник;Гоблин
15855;Ssmit;80;Разбойник;Нежить
15856;Mertvaya;80;Рыцарь смерти;Ночнорожденный
15857;Aoiharu;80;Маг;Эредар
15858;Мркабачок;80;Паладин;Орк
15859;Iillxxllil;80;Разбойник;Ночной эльф
15860;Flearq;80;Маг;Высший эльф
15861;Likey;80;Паладин;Вульпера(Альянс)
15862;Маньяклеха;80;Разбойник;Ночнорожденный
15863;Элнуну;80;Охотник;Эредар
15864;Хурюк;80;Рыцарь смерти;Таурен
15865;Artyr;80;Паладин;Эльф крови
15866;Boraplus;80;Жрец;Нежить
15867;Лакерша;80;Шаман;Высший эльф
15868;Nataimasu;80;Друид;Эредар
15869;Манёвр;80;Воин;Человек
15870;Пейрак;80;Маг;Эльф крови
15871;Septicflesh;80;Чернокнижник;Вульпера(Альянс)
15872;Ubisum;80;Рыцарь смерти;Ночной эльф
15873;Bonee;80;Шаман;Вульпера(Орда)
15874;Murdock;80;Жрец;Эльф крови
15875;Kilia;80;Чернокнижник;Эредар
15876;Jybely;80;Маг;Человек
15877;Dashulich;80;Шаман;Эредар
15878;Drednout;80;Друид;Эльф бездны
15879;Магнесик;80;Маг;Тролль
15880;Feelsbad;80;Паладин;Эльф бездны
15881;Emanuelle;80;Жрец;Эльф крови
15882;Сирвана;80;Друид;Эльф бездны
15883;Определённо;80;Маг;Эредар
15884;Eblocpokus;80;Друид;Таурен
15885;Dews;80;Паладин;Нежить
15886;Cadfael;80;Жрец;Человек
15887;Локлмен;80;Чернокнижник;Эредар
15888;Holydrink;80;Паладин;Дворф
15889;Неждунчик;80;Разбойник;Таурен
15890;Onex;80;Рыцарь смерти;Орк
15891;Isaybzz;80;Друид;Ночной эльф
15892;Shakitana;80;Охотник;Эльф крови
15893;Рыкарр;80;Воин;Орк
15894;Вансент;80;Маг;Нежить
15895;Walynn;80;Рыцарь смерти;Эредар
15896;Axewound;80;Воин;Орк
15897;Осквернённая;80;Чернокнижник;Эредар
15898;Lomtick;80;Друид;Таурен
15899;Trysorvatel;80;Воин;Орк
15900;Heorimmaru;80;Рыцарь смерти;Ночной эльф
15901;Эллеатта;80;Паладин;Дреней
15902;Deages;80;Рыцарь смерти;Орк
15903;Сэрбриллиант;80;Паладин;Гном
15904;Dickeygodx;80;Рыцарь смерти;Эльф крови
15905;Nitemourne;80;Рыцарь смерти;Эредар
15906;Виллейн;80;Воин;Человек
15907;Бурябай;80;Паладин;Пандарен(Альянс)
15908;Dentemmard;80;Рыцарь смерти;Высший эльф
15909;Pahnyglekom;80;Рыцарь смерти;Орк
15910;Райлос;80;Охотник;Эльф крови
15911;Dgrace;80;Жрец;Тролль
15912;Stilldead;80;Охотник;Эредар
15913;Гадхвостатый;80;Воин;Вульпера(Орда)
15914;Myrcella;80;Шаман;Ночной эльф
15915;Растудытка;80;Охотник;Эльф крови
15916;Aqurooke;80;Чернокнижник;Нежить
15917;Виана;80;Паладин;Дреней
15918;Ниташи;80;Паладин;Человек
15919;Wafentragen;80;Разбойник;Ночной эльф
15920;Жигулет;80;Воин;Орк
15921;Alarmfull;80;Разбойник;Тролль
15922;Coltira;80;Рыцарь смерти;Таурен
15923;Бркма;80;Рыцарь смерти;Эредар
15924;Stolnikx;80;Паладин;Эльф крови
15925;Hunn;80;Охотник;Человек
15926;Новмаг;80;Маг;Человек
15927;Motslo;80;Рыцарь смерти;Эльф крови
15928;Палинор;80;Шаман;Гоблин
15929;Наёми;80;Жрец;Гоблин
15930;Denney;80;Шаман;Гном
15931;Kalmarik;80;Жрец;Эльф крови
15932;Xapon;80;Рыцарь смерти;Дреней
15933;Франчик;80;Разбойник;Ворген
15934;Kvizor;80;Паладин;Вульпера(Альянс)
15935;Пропофол;80;Жрец;Нежить
15936;Гелмунд;80;Рыцарь смерти;Человек
15937;Фобосей;80;Паладин;Человек
15938;Hi;80;Рыцарь смерти;Ночной эльф
15939;Danke;80;Рыцарь смерти;Дреней
15940;Renessance;80;Воин;Таурен
15941;Qwedxz;80;Разбойник;Эльф бездны
15942;Ноникнонейм;80;Шаман;Эредар
15943;Mereska;80;Чернокнижник;Гоблин
15944;Алукарион;80;Жрец;Ночной эльф
15945;Дэрэн;80;Маг;Высший эльф
15946;Янеэльф;80;Жрец;Эльф бездны
15947;Флэшэчко;80;Чернокнижник;Вульпера(Орда)
15948;Strelya;80;Шаман;Вульпера(Орда)
15949;Ratatuj;80;Паладин;Эльф бездны
15950;Ардай;80;Паладин;Ворген
15951;Stailcool;80;Друид;Нага
15952;Gytaro;80;Разбойник;Ночной эльф
15953;Залпсмерти;80;Охотник;Гоблин
15954;Таладред;80;Рыцарь смерти;Ночной эльф
15955;Torkli;80;Друид;Гоблин
15956;Soberty;80;Друид;Ночной эльф
15957;Lynch;80;Чернокнижник;Эредар
15958;Онапыталась;80;Чернокнижник;Эредар
15959;Рюца;80;Маг;Эльф крови
15960;Alkair;80;Маг;Тролль
15961;Отпетый;80;Паладин;Нежить
15962;Шавушек;80;Друид;Таурен
15963;Гора;80;Воин;Тролль
15964;Бхонсамди;80;Охотник;Ворген
15965;Байгыш;80;Друид;Тролль
15966;Алексам;80;Паладин;Эредар
15967;Gathara;80;Жрец;Человек
15968;Emore;80;Друид;Эредар
15969;Оь;80;Паладин;Ночной эльф
15970;Разариоагро;80;Чернокнижник;Нежить
15971;Поплачь;80;Рыцарь смерти;Человек
15972;Летронас;80;Рыцарь смерти;Человек
15973;Pelson;80;Разбойник;Ночной эльф
15974;Трихотки;80;Друид;Ночной эльф
15975;Mingi;80;Паладин;Эльф крови
15976;Освещающий;80;Паладин;Ночной эльф
15977;Термонейрон;80;Охотник;Гном
15978;Фрикастер;80;Друид;Ночной эльф
15979;Макарёё;80;Рыцарь смерти;Вульпера(Альянс)
15980;Педальотваги;80;Друид;Ночной эльф
15981;Маркусперсон;80;Маг;Человек
15982;Youjln;80;Жрец;Эредар
15983;Artelord;80;Охотник;Гоблин
15984;Niker;80;Рыцарь смерти;Эредар
15985;Helpmaster;80;Маг;Эльф бездны
15986;Екаека;80;Паладин;Эльф крови
15987;Miraliya;80;Рыцарь смерти;Дреней
15988;Sajren;80;Маг;Эредар
15989;Julydisease;80;Рыцарь смерти;Эльф крови
15990;Ellz;80;Разбойник;Эльф крови
15991;Клаасье;80;Чернокнижник;Эльф крови
15992;Galenna;80;Воин;Человек
15993;Декадо;80;Рыцарь смерти;Эльф крови
15994;Aniraa;80;Чернокнижник;Эредар
15995;Nobillis;80;Рыцарь смерти;Эльф бездны
15996;Hellside;80;Охотник;Эльф бездны
15997;Вагонн;80;Друид;Ночнорожденный
15998;Layfeu;80;Паладин;Пандарен(Орда)
15999;Yangy;80;Жрец;Ночной эльф
16000;Xaosu;80;Друид;Тролль
16001;Frostfather;80;Рыцарь смерти;Орк
16002;Staburetku;80;Чернокнижник;Гном
16003;Ggbitka;80;Друид;Гоблин
16004;Mohnatic;80;Паладин;Человек
16005;Ritualx;80;Разбойник;Ночнорожденный
16006;Cacadu;80;Друид;Ночной эльф
16007;Zlolik;80;Паладин;Эльф крови
16008;Gorynchik;80;Паладин;Дреней
16009;Oliverqueen;80;Охотник;Гоблин
16010;Эладо;80;Охотник;Ночной эльф
16011;Bitchking;80;Рыцарь смерти;Ночной эльф
16012;Tophype;80;Маг;Эредар
16013;Gershon;80;Паладин;Человек
16014;Ливичка;80;Рыцарь смерти;Эредар
16015;Меценат;80;Паладин;Эльф бездны
16016;Notthesame;80;Жрец;Эльф бездны
16017;Battleangel;80;Чернокнижник;Эредар
16018;Склизьський;80;Воин;Гоблин
16019;Проженный;80;Чернокнижник;Эльф крови
16020;Гламурчен;80;Паладин;Орк
16021;Zeell;80;Шаман;Тролль
16022;Kenis;80;Друид;Гоблин
16023;Дримлайк;80;Чернокнижник;Гоблин
16024;Upx;80;Разбойник;Ночнорожденный
16025;Ракимимо;80;Жрец;Эредар
16026;Деоланос;80;Рыцарь смерти;Эредар
16027;Mirmachinka;80;Паладин;Эльф бездны
16028;Amoremiu;80;Шаман;Эльф крови
16029;Rorshach;80;Паладин;Эльф крови
16030;Рыжжийхвост;80;Друид;Эльф крови
16031;Bormental;80;Паладин;Пандарен(Орда)
16032;Хилоимитатор;80;Жрец;Эредар
16033;Лисьянорка;80;Разбойник;Вульпера(Орда)
16034;Lionbear;80;Жрец;Ночной эльф
16035;Fudzinoma;80;Шаман;Ночной эльф
16036;Nersy;80;Паладин;Эльф крови
16037;Эймун;80;Жрец;Ночной эльф
16038;Четырекнопки;80;Паладин;Эльф крови
16039;Jokke;80;Маг;Нежить
16040;Boombon;80;Друид;Таурен
16041;Flexar;80;Воин;Гном
16042;Reallistic;80;Друид;Таурен
16043;Красотаа;80;Охотник;Нежить
16044;Павлиссимо;80;Друид;Ночной эльф
16045;Свишер;80;Маг;Гоблин
16046;Беттатестер;80;Шаман;Эльф бездны
16047;Sexsibombs;80;Жрец;Эльф крови
16048;Стеллар;80;Шаман;Тролль
16049;Soosad;80;Маг;Эредар
16050;Dassai;80;Воин;Гоблин
16051;Whysobad;80;Чернокнижник;Эредар
16052;Audex;80;Разбойник;Ночнорожденный
16053;Мурча;80;Друид;Пандарен(Орда)
16054;Черволюб;80;Рыцарь смерти;Таурен
16055;Vesuvius;80;Маг;Гном
16056;Mechant;80;Шаман;Эльф бездны
16057;Hotblok;80;Охотник;Тролль
16058;Лолчикок;80;Паладин;Эльф крови
16059;Чайкрепкий;80;Воин;Орк
16060;Квакозябр;80;Чернокнижник;Эредар
16061;Tokzi;80;Шаман;Пандарен(Орда)
16062;Ferguds;80;Чернокнижник;Человек
16063;Броксик;80;Разбойник;Человек
16064;Forwelool;80;Друид;Высший эльф
16065;Сиинька;80;Маг;Эредар
16066;Wtfsaplmao;80;Друид;Гоблин
16067;Дерун;80;Охотник;Вульпера(Орда)
16068;Подлость;80;Разбойник;Ночнорожденный
