+-------+--------------+-------+---------------+----------------------------+
|   id  |     name     | level |     class     |            race            |
| 12552 |    Aliar     |   80  |    Паладин    |        Эльф бездны         |
| 12553 |   Abradia    |   80  | Рыцарь смерти |           Таурен           |
| 12554 |   Zaoorduu   |   80  |    Охотник    |           Тролль           |
| 12555 |     Неля     |   80  |      Маг      |         Эльф крови         |
| 12556 |    Солад     |   80  |    Паладин    |          Человек           |
| 12557 |   Danatelo   |   80  |    Паладин    |           Дреней           |
| 12558 |  Квакозябра  |   80  |    Паладин    |           Эредар           |
| 12559 |   Shapridy   |   80  |   Разбойник   |        Эльф бездны         |
| 12560 | Ньярлатотеп  |   80  |  Чернокнижник |           Гоблин           |
| 12561 |    Kiilet    |   80  |    Паладин    |          Человек           |
| 12562 |    Sexlol    |   80  |   Разбойник   |           Нежить           |
| 12563 |  Экскаватор  |   80  |      Воин     |           Эредар           |
| 12564 |   Rockbell   |   80  |    Охотник    |           Дреней           |
| 12565 |   Lakshmi    |   80  |    Паладин    |      Пандарен(Альянс)      |
| 12566 | Матькотиков  |   80  |      Воин     |       Ночнорожденный       |
| 12567 |   Casuals    |   80  |   Разбойник   |           Нежить           |
| 12568 |  Ariastark   |   80  | Рыцарь смерти |            Гном            |
| 12569 |  Саргрерас   |   80  | Рыцарь смерти |           Дреней           |
| 12570 |    Ример     |   80  |    Охотник    |           Дворф            |
| 12571 |    Ангел     |   80  |      Жрец     |           Эредар           |
| 12572 |   Мохнатая   |   80  |      Маг      |           Эредар           |
| 12573 |  Козладерня  |   80  |     Шаман     |           Таурен           |
| 12574 | Shintasenshi |   80  | Рыцарь смерти |           Нежить           |
| 12575 |    Zamas     |   80  |     Друид     |           Ворген           |
| 12576 |    Sinoru    |   80  | Рыцарь смерти |           Дреней           |
| 12577 |    Stasy     |   80  |    Паладин    |        Эльф бездны         |
| 12578 |  Главкурлык  |   80  |     Друид     |           Гоблин           |
| 12579 |    Орнта     |   80  |      Жрец     |           Дреней           |
| 12580 | Bloodykiller |   80  |   Разбойник   |          Человек           |
| 12581 |    Mollni    |   80  |     Шаман     |         Эльф крови         |
| 12582 |    Рудиос    |   80  |    Охотник    |        Эльф бездны         |
| 12583 |  Пандотанк   |   80  |      Воин     |       Пандарен(Орда)       |
| 12584 |  Arcticburn  |   80  | Рыцарь смерти |           Таурен           |
| 12585 |   Мдмашка    |   80  |      Жрец     |        Ночной эльф         |
| 12586 |  Творожака   |   80  |    Паладин    |           Эредар           |
| 12587 |  Прямаярука  |   80  |      Воин     |        Эльф бездны         |
| 12588 |    Денери    |   80  |     Шаман     |           Эредар           |
| 12589 |    Анемаг    |   80  |      Маг      |           Эредар           |
| 12590 |   Debbera    |   80  |      Воин     |          Человек           |
| 12591 |  Slaventeei  |   80  |    Охотник    |           Дреней           |
| 12592 |  Сарахонор   |   80  |    Охотник    |            Орк             |
| 12593 |   Demonsir   |   80  |   Разбойник   |           Нежить           |
| 12594 |   Папароуч   |   80  | Рыцарь смерти |          Человек           |
| 12595 |    Волгин    |   80  |   Разбойник   |        Эльф бездны         |
| 12596 |     Xmz      |   80  |    Паладин    |          Человек           |
| 12597 |  Meatcutter  |   80  | Рыцарь смерти |       Ночнорожденный       |
| 12598 |    Бестйя    |   80  |      Маг      |           Эредар           |
| 12599 |   Avasora    |   80  |    Паладин    |          Человек           |
| 12600 |    Dimakj    |   80  |   Разбойник   |           Тролль           |
| 12601 |  Смиренная   |   80  |    Паладин    |          Человек           |
| 12602 |    Sofics    |   80  | Рыцарь смерти |          Человек           |
| 12603 |  Hellarcher  |   80  |    Охотник    |           Тролль           |
| 12604 |   Mulatka    |   80  |  Чернокнижник |         Эльф крови         |
| 12605 |   Vasyazm    |   80  |      Маг      |           Нежить           |
| 12606 |    Эгнар     |   80  |     Шаман     |           Эредар           |
| 12607 |    Aseara    |   80  | Рыцарь смерти |           Дреней           |
| 12608 |    Gentoo    |   80  |    Паладин    |        Эльф бездны         |
| 12609 |    Днюша     |   80  |     Друид     |           Гоблин           |
| 12610 |     Ehna     |   80  | Рыцарь смерти |           Эредар           |
| 12611 |    Tabour    |   80  |     Друид     |           Таурен           |
| 12612 |    Vaniel    |   80  |    Паладин    |        Эльф бездны         |
| 12613 |    Koctp     |   80  |  Чернокнижник |           Нежить           |
| 12614 |    Коцаап    |   80  |     Друид     |           Таурен           |
| 12615 |  Quelzaram   |   80  |   Разбойник   |        Эльф бездны         |
| 12616 |     Tjs      |   80  |    Охотник    |        Эльф бездны         |
| 12617 |   Delorus    |   80  |  Чернокнижник |         Эльф крови         |
| 12618 |  Богсмерти   |   80  |    Паладин    |           Эредар           |
| 12619 |    Bador     |   80  | Рыцарь смерти |          Человек           |
| 12620 |    Mebiys    |   80  |     Шаман     |         Эльф крови         |
| 12621 |    Brynna    |   80  |    Охотник    |           Эредар           |
| 12622 |   Саммаил    |   80  |    Паладин    |           Эредар           |
| 12623 |   Бамбалу    |   80  |      Воин     |           Дворф            |
| 12624 |     Elit     |   80  |      Маг      |          Человек           |
| 12625 | Kostyanchic  |   80  |   Разбойник   |           Тролль           |
| 12626 |    Turrbo    |   80  |      Жрец     |        Ночной эльф         |
| 12627 | Forestinhab  |   80  |      Маг      |        Высший эльф         |
| 12628 |   Tinarot    |   80  |    Охотник    |        Эльф бездны         |
| 12629 |  Ragnarios   |   80  |      Воин     |            Орк             |
| 12630 |    Hardon    |   80  |     Шаман     |           Тролль           |
| 12631 |    Ангрош    |   80  |     Шаман     |            Орк             |
| 12632 |  Neomedved   |   80  |   Разбойник   |           Гоблин           |
| 12633 |   Druveka    |   80  |     Друид     |        Эльф бездны         |
| 12634 |  Ясосуруру   |   80  |      Воин     |           Эредар           |
| 12635 |   Yarakash   |   80  |  Чернокнижник |       Вульпера(Орда)       |
| 12636 |    Lollix    |   80  |      Маг      |           Эредар           |
| 12637 |  Frostlight  |   80  |      Маг      |          Человек           |
| 12638 |    Кориша    |   80  |    Охотник    |          Человек           |
| 12639 |  Iambottle   |   80  |     Друид     |         Эльф крови         |
| 12640 |    Poser     |   80  |   Разбойник   |        Эльф бездны         |
| 12641 |   Хиггинс    |   80  |      Воин     |       Вульпера(Орда)       |
| 12642 |  Sigaretka   |   80  |      Маг      |            Орк             |
| 12643 |    Mohito    |   80  |     Друид     |           Эредар           |
| 12644 |   Shiniru    |   80  | Рыцарь смерти |           Эредар           |
| 12645 |   Янормана   |   80  |    Охотник    |           Ворген           |
| 12646 |    Глицын    |   80  |  Чернокнижник |        Ночной эльф         |
| 12647 |    Covral    |   80  | Рыцарь смерти |           Эредар           |
| 12648 | Cellebration |   80  |  Чернокнижник |           Гоблин           |
| 12649 |  Jasminara   |   80  |    Охотник    |        Эльф бездны         |
| 12650 |   Marmelad   |   80  |    Охотник    |        Эльф бездны         |
| 12651 | Влажныйолег  |   80  |    Паладин    |        Эльф бездны         |
| 12652 |   Durnevir   |   80  |  Чернокнижник |           Эредар           |
| 12653 | Микросовушка |   80  |     Друид     |           Эредар           |
| 12654 |   Волхида    |   80  |     Шаман     |           Эредар           |
| 12655 |  Thorbjorn   |   80  |      Воин     |            Орк             |
| 12656 |   Murduka    |   80  |      Воин     |           Дворф            |
| 12657 |     Yto      |   80  | Рыцарь смерти |           Таурен           |
| 12658 |    Киска     |   80  |     Друид     |           Эредар           |
| 12659 |  Анимегёрл   |   80  | Рыцарь смерти |           Эредар           |
| 12660 |    Шкрек     |   80  |    Охотник    |       Пандарен(Орда)       |
| 12661 |   Нахимов    |   80  | Рыцарь смерти |        Высший эльф         |
| 12662 |   Дюшенька   |   80  | Рыцарь смерти |           Таурен           |
| 12663 |   Anonimno   |   80  | Рыцарь смерти |          Человек           |
| 12664 |  Barboross   |   80  |      Воин     |           Дворф            |
| 12665 |   Qakashii   |   80  |      Воин     |           Эредар           |
| 12666 |   Granyla    |   80  |    Охотник    |          Человек           |
| 12667 |   Фигулик    |   80  |      Жрец     |       Пандарен(Орда)       |
| 12668 |  Oknesarat   |   80  | Рыцарь смерти |       Ночнорожденный       |
| 12669 |   Артемида   |   80  | Рыцарь смерти |           Дреней           |
| 12670 |   Pavshii    |   80  |      Жрец     |        Эльф бездны         |
| 12671 |    Юфимея    |   80  | Рыцарь смерти |       Ночнорожденный       |
| 12672 |   Янескот    |   80  |     Шаман     |           Эредар           |
| 12673 |    Wreder    |   80  |    Паладин    |        Эльф бездны         |
| 12674 |  Nadreezqq   |   80  |      Воин     |           Гоблин           |
| 12675 |    Рэйко     |   80  |      Жрец     |           Тролль           |
| 12676 |  Vrazumitel  |   80  |      Воин     |           Гоблин           |
| 12677 |  Frenziedx   |   80  |     Друид     |           Нежить           |
| 12678 |  Папагриль   |   80  |  Чернокнижник |         Эльф крови         |
| 12679 | Siliconpower |   80  |    Паладин    |          Человек           |
| 12680 |   Maxpayne   |   80  |      Воин     |           Эредар           |
| 12681 |   Soulbro    |   80  |  Чернокнижник |           Нежить           |
| 12682 |    Bigden    |   80  |     Друид     |           Таурен           |
| 12683 |   Girkram    |   80  |      Воин     | Дворф клана Черного Железа |
| 12684 |   Игнациус   |   80  | Рыцарь смерти |          Человек           |
| 12685 |   Компотс    |   80  |    Охотник    |           Гоблин           |
| 12686 |   Эрелина    |   80  |     Шаман     |        Эльф бездны         |
| 12687 |  Duhastnish  |   80  |   Разбойник   |           Нежить           |
| 12688 |   Fushigi    |   80  |    Паладин    |        Эльф бездны         |
| 12689 |  Гидрослинг  |   80  |  Чернокнижник |           Гоблин           |
| 12690 |  Cynepcmap   |   80  |  Чернокнижник |           Нежить           |
| 12691 |  Darkarter   |   80  |    Паладин    |        Ночной эльф         |
| 12692 |  Gromsiker   |   80  |      Воин     |         Эльф крови         |
| 12693 |  Shadowless  |   80  |      Жрец     |           Ворген           |
| 12694 |  Holymyhope  |   80  |    Паладин    |            Орк             |
| 12695 |  Дотлокает   |   80  |    Паладин    |           Дреней           |
| 12696 |   Олифишка   |   80  | Рыцарь смерти |       Вульпера(Орда)       |
| 12697 |  Северянка   |   80  |  Чернокнижник |           Гоблин           |
| 12698 |    Ekson     |   80  | Рыцарь смерти |           Эредар           |
| 12699 |   Болодья    |   80  |      Воин     |            Орк             |
| 12700 |    Darmel    |   80  |      Воин     |           Эредар           |
| 12701 |   Mennetil   |   80  |    Паладин    |      Пандарен(Альянс)      |
| 12702 |    Танёк     |   80  |  Чернокнижник |         Эльф крови         |
| 12703 |    Azrans    |   80  |      Воин     |            Орк             |
| 12704 |  Albedosan   |   80  | Рыцарь смерти |           Эредар           |
| 12705 |    Xsven     |   80  |    Охотник    |          Человек           |
| 12706 |   Zabuhaem   |   80  |  Чернокнижник |           Эредар           |
| 12707 |     Beba     |   80  |   Разбойник   |        Эльф бездны         |
| 12708 |  Novacaine   |   80  |  Чернокнижник |           Гоблин           |
| 12709 |   Clandrin   |   80  |    Паладин    |          Человек           |
| 12710 |   Deelock    |   80  |  Чернокнижник |      Вульпера(Альянс)      |
| 12711 |   Niceone    |   80  |   Разбойник   |        Эльф бездны         |
| 12712 |    Frozik    |   80  |      Жрец     |        Высший эльф         |
| 12713 |  Малёкночи   |   80  |      Жрец     |           Нежить           |
| 12714 |    Фаддей    |   80  |    Паладин    |        Эльф бездны         |
| 12715 |  Хорнисова   |   80  |     Друид     |           Гоблин           |
| 12716 | Жиробендель  |   80  |  Чернокнижник |         Эльф крови         |
| 12717 |    Вспыш     |   80  |    Паладин    |          Человек           |
| 12718 |  Necromicon  |   80  |      Жрец     |       Вульпера(Орда)       |
| 12719 |   Devilcry   |   80  |    Паладин    |           Дреней           |
| 12720 |  Evillangel  |   80  |      Жрец     |        Ночной эльф         |
| 12721 |   Kaifort    |   80  |    Паладин    |            Орк             |
| 12722 | Прапрабабка  |   80  |      Маг      |           Дреней           |
| 12723 |    Yautja    |   80  |      Воин     |           Эредар           |
| 12724 |    Lalele    |   80  |     Друид     |      Вульпера(Альянс)      |
| 12725 |    Первас    |   80  |    Паладин    |            Орк             |
| 12726 |    Acanta    |   80  | Рыцарь смерти |           Дреней           |
| 12727 |     Exan     |   80  |    Паладин    |          Человек           |
| 12728 |   Дажедра    |   80  |      Маг      |         Эльф крови         |
| 12729 | Dangerbublik |   80  | Рыцарь смерти |            Орк             |
| 12730 |   Melloria   |   80  |      Жрец     |        Эльф бездны         |
| 12731 |  Дпссобаки   |   80  |      Воин     |           Ворген           |
| 12732 |   Ristella   |   80  |   Разбойник   |        Эльф бездны         |
| 12733 |   Рижская    |   80  |    Паладин    |         Эльф крови         |
| 12734 |  Лысыйпитон  |   80  |    Паладин    |           Гоблин           |
| 12735 |    Parit     |   80  |    Паладин    |           Тролль           |
| 12736 |  Grigagiga   |   80  |      Жрец     |         Эльф крови         |
| 12737 |    Баечка    |   80  |    Паладин    |      Вульпера(Альянс)      |
| 12738 |  Lordmuerto  |   80  | Рыцарь смерти |           Таурен           |
| 12739 |   Ватафак    |   80  |      Воин     |        Высший эльф         |
| 12740 |  Уголовник   |   80  |     Друид     |           Эредар           |
| 12741 |     Mong     |   80  |      Маг      |           Эредар           |
| 12742 |    Reggis    |   80  |      Воин     |           Эредар           |
| 12743 |   Сакрвиль   |   80  | Рыцарь смерти |            Гном            |
| 12744 |    Хардии    |   80  |    Охотник    |        Ночной эльф         |
| 12745 |   Meledict   |   80  |  Чернокнижник |           Гоблин           |
| 12746 |    Вжарим    |   80  |      Маг      |           Эредар           |
| 12747 |  Newbastard  |   80  |     Шаман     |           Гоблин           |
| 12748 |     Gorp     |   80  |    Паладин    |           Ворген           |
| 12749 | Pumpmachine  |   80  |  Чернокнижник |           Нежить           |
| 12750 |     Мяуф     |   80  |     Друид     |           Гоблин           |
| 12751 |  Фриленсер   |   80  |     Шаман     |        Эльф бездны         |
| 12752 | Badalandabud |   80  | Рыцарь смерти |           Эредар           |
| 12753 |    Кейон     |   80  |    Охотник    |        Эльф бездны         |
| 12754 |   Синийпал   |   80  |    Паладин    |           Эредар           |
| 12755 |  Антифизик   |   80  |  Чернокнижник |           Эредар           |
| 12756 |  Littllght   |   80  |      Жрец     |            Гном            |
| 12757 |    Ursong    |   80  | Рыцарь смерти |       Ночнорожденный       |
| 12758 |  Гвинневра   |   80  |    Паладин    |        Высший эльф         |
| 12759 |  Саламандр   |   80  |    Охотник    |           Эредар           |
| 12760 |  Dpamatypr   |   80  |  Чернокнижник |           Тролль           |
| 12761 |    Сиббл     |   80  |     Шаман     |           Гоблин           |
| 12762 |   Наафуми    |   80  |    Охотник    |        Эльф бездны         |
| 12763 |   Blizzle    |   80  |  Чернокнижник |           Гоблин           |
| 12764 |   Элеадесс   |   80  |    Охотник    |        Высший эльф         |
| 12765 |    Vitora    |   80  |      Жрец     |           Ворген           |
| 12766 |    Ятихо     |   80  |   Разбойник   |            Гном            |
| 12767 |  Fairladyz   |   80  |      Маг      |        Высший эльф         |
| 12768 |   Sutiner    |   80  | Рыцарь смерти |          Человек           |
| 12769 |   Clipchik   |   80  |      Воин     |            Орк             |
| 12770 |   Вагоныч    |   80  | Рыцарь смерти |          Человек           |
| 12771 |   Volford    |   80  |      Маг      |        Высший эльф         |
| 12772 |   Emeront    |   80  |    Паладин    |           Нежить           |
| 12773 |  Krabushka   |   80  |     Шаман     |           Тролль           |
| 12774 |  Thranduill  |   80  |     Друид     |        Ночной эльф         |
| 12775 |   Мойдонат   |   80  |  Чернокнижник |      Вульпера(Альянс)      |
| 12776 |    Найот     |   80  |    Охотник    |        Эльф бездны         |
| 12777 |    Imfear    |   80  |  Чернокнижник |        Высший эльф         |
| 12778 |    Негрус    |   80  |    Паладин    |           Таурен           |
| 12779 | Эндорффинка  |   80  | Рыцарь смерти |        Ночной эльф         |
| 12780 |    Ronat     |   80  |      Воин     |           Нежить           |
| 12781 |  Marsellin   |   80  |      Жрец     |         Эльф крови         |
| 12782 | Бриллиантыч  |   80  |    Охотник    |            Орк             |
| 12783 |     Стоп     |   80  |     Друид     |           Гоблин           |
| 12784 |   Исилиэль   |   80  |      Жрец     |           Эредар           |
| 12785 |  Трусырвал   |   80  |    Охотник    |           Тролль           |
| 12786 |  Yablochko   |   80  |      Маг      |       Вульпера(Орда)       |
| 12787 |    Янчег     |   80  | Рыцарь смерти |            Орк             |
| 12788 |   Stromil    |   80  |    Охотник    |       Вульпера(Орда)       |
| 12789 |   Инвокёр    |   80  |      Маг      |           Эредар           |
| 12790 |   Аврирон    |   80  |    Охотник    |        Эльф бездны         |
| 12791 |   Bongart    |   80  |      Воин     |           Эредар           |
| 12792 |    Шиззу     |   80  |   Разбойник   |        Эльф бездны         |
| 12793 |    Einara    |   80  |     Друид     |       Вульпера(Орда)       |
| 12794 |   Oldmilf    |   80  |      Маг      |           Нежить           |
| 12795 |   Вуливули   |   80  |     Друид     |      Вульпера(Альянс)      |
| 12796 |     Абва     |   80  |     Шаман     |           Эредар           |
| 12797 |  Бадылькуш   |   80  |     Друид     |      Вульпера(Альянс)      |
| 12798 |  Алтариуст   |   80  |     Друид     |        Высший эльф         |
| 12799 |  Мистеририс  |   80  | Рыцарь смерти |        Высший эльф         |
| 12800 |    Ssmit     |   80  |      Маг      |          Человек           |
| 12801 |   Kirilyra   |   80  | Рыцарь смерти |        Ночной эльф         |
| 12802 |   Эндимеон   |   80  |    Паладин    |         Эльф крови         |
| 12803 |   Liedeath   |   80  |    Паладин    |           Нежить           |
| 12804 |    Joitoy    |   80  |    Охотник    |      Вульпера(Альянс)      |
| 12805 |   Wyelier    |   80  |     Друид     |           Эредар           |
| 12806 |   Aweroii    |   80  |     Шаман     |        Эльф бездны         |
| 12807 |  Vikimikly   |   80  |     Шаман     |        Эльф бездны         |
| 12808 |  Дикийпень   |   80  |     Друид     |           Тролль           |
| 12809 |  Давайдунем  |   80  |     Шаман     |           Гоблин           |
| 12810 | Навсюголову  |   80  |      Воин     |           Дворф            |
| 12811 |    Kevich    |   80  |     Шаман     |           Ворген           |
| 12812 |  Опператор   |   80  | Рыцарь смерти |          Человек           |
| 12813 |   Малагар    |   80  |    Паладин    |        Эльф бездны         |
| 12814 |   Рендорай   |   80  |      Жрец     |        Эльф бездны         |
| 12815 |   Awernys    |   80  |    Паладин    |        Эльф бездны         |
| 12816 |  Мечталюбви  |   80  | Рыцарь смерти |           Эредар           |
| 12817 | Цириллафиона |   80  |      Маг      |       Вульпера(Орда)       |
| 12818 |    Knadru    |   80  |     Друид     |       Вульпера(Орда)       |
| 12819 |    Ридлс     |   80  |      Жрец     |        Эльф бездны         |
| 12820 |    Makena    |   80  |      Воин     |          Человек           |
| 12821 | Phoenixworld |   80  |     Шаман     |        Высший эльф         |
| 12822 |  Dissaster   |   80  |    Паладин    |           Эредар           |
| 12823 |  Andromeda   |   80  |      Жрец     |      Вульпера(Альянс)      |
| 12824 |   Крысожор   |   80  |   Разбойник   |        Эльф бездны         |
| 12825 |    Озмунд    |   80  | Рыцарь смерти |         Эльф крови         |
| 12826 |    Ачива     |   80  |      Жрец     |           Эредар           |
| 12827 |  Гламурный   |   80  |  Чернокнижник |           Эредар           |
| 12828 |   Dreuter    |   80  |     Друид     |        Высший эльф         |
| 12829 |    Kappa     |   80  |     Друид     |           Эредар           |
| 12830 |  Анормалия   |   80  |      Маг      |           Тролль           |
| 12831 |   Mezikien   |   80  |      Жрец     |           Эредар           |
| 12832 |     Toc      |   80  |     Друид     |           Таурен           |
| 12833 |    Fepmep    |   80  | Рыцарь смерти |       Ночнорожденный       |
| 12834 |    Klroo     |   80  |    Паладин    |        Эльф бездны         |
| 12835 |   Комашка    |   80  |     Друид     |        Ночной эльф         |
| 12836 |   Luisito    |   80  |      Жрец     |           Нежить           |
| 12837 |     Кхе      |   80  |  Чернокнижник |        Эльф бездны         |
| 12838 |  Wardozert   |   80  |    Паладин    |           Таурен           |
| 12839 |    Деймон    |   80  |     Друид     |           Эредар           |
| 12840 |  Министвол   |   80  |     Шаман     |           Гоблин           |
| 12841 |    Тцарь     |   80  |    Паладин    |           Таурен           |
| 12842 |   Kiimchi    |   80  |    Паладин    |        Эльф бездны         |
| 12843 |   Яблонька   |   80  |     Друид     |           Гоблин           |
| 12844 |     Nua      |   80  |     Друид     |      Вульпера(Альянс)      |
| 12845 | Светоносная  |   80  |     Шаман     |           Эредар           |
| 12846 |  Торквиешь   |   80  |    Паладин    |        Эльф бездны         |
| 12847 |    Blansh    |   80  |      Жрец     |        Эльф бездны         |
| 12848 |    Juzel     |   80  | Рыцарь смерти |         Эльф крови         |
| 12849 |   Добродуб   |   80  |     Друид     |           Дворф            |
| 12850 |   Кузьмич    |   80  |     Шаман     |           Дворф            |
| 12851 |   Юникрон    |   80  |  Чернокнижник |           Эредар           |
| 12852 |    Беорн     |   80  |     Друид     |           Гоблин           |
| 12853 |   Tomofire   |   80  |      Маг      |            Гном            |
| 12854 |   Плинтус    |   80  |    Паладин    |         Эльф крови         |
| 12855 |   Included   |   80  |    Паладин    |          Человек           |
| 12856 |   Перссик    |   80  |      Жрец     |           Эредар           |
| 12857 |    Heyuo     |   80  | Рыцарь смерти |           Таурен           |
| 12858 |    Gvinn     |   80  |    Охотник    |        Ночной эльф         |
| 12859 |  Сожаление   |   80  |  Чернокнижник |           Эредар           |
| 12860 |   Тушенкин   |   80  |      Воин     |            Орк             |
| 12861 |   Еноотик    |   80  |   Разбойник   |          Человек           |
| 12862 |   Rosomaha   |   80  |      Воин     |            Орк             |
| 12863 |  Messenjah   |   80  |     Шаман     |            Орк             |
| 12864 |    Салам     |   80  | Рыцарь смерти |           Таурен           |
| 12865 |  Проторетри  |   80  |    Паладин    |         Эльф крови         |
| 12866 |    Nikmag    |   80  |      Маг      |        Ночной эльф         |
| 12867 |     Баа      |   80  |     Шаман     |           Тролль           |
| 12868 | Нупогодизаяц |   80  |     Шаман     |      Вульпера(Альянс)      |
| 12869 |   Джигирик   |   80  |     Друид     |         Эльф крови         |
| 12870 |  Lorencija   |   80  |      Жрец     |        Высший эльф         |
| 12871 |    Боурга    |   80  |      Маг      |          Человек           |
| 12872 |   Аошинька   |   80  |      Маг      |           Эредар           |
| 12873 |    Evgenn    |   80  |      Маг      |           Эредар           |
| 12874 |    Adeept    |   80  |    Паладин    |        Эльф бездны         |
| 12875 |   Madarch    |   80  | Рыцарь смерти |          Человек           |
| 12876 |   Detwait    |   80  |      Маг      |           Эредар           |
| 12877 |    Naria     |   80  |     Друид     |           Эредар           |
| 12878 |    Linney    |   80  |     Шаман     |        Высший эльф         |
| 12879 |  Грозныйтоп  |   80  |      Воин     |           Таурен           |
| 12880 |  Isterrika   |   80  |     Друид     |         Эльф крови         |
| 12881 |   Хоттабыч   |   80  |      Маг      |            Гном            |
| 12882 |  Вислоухий   |   80  |    Охотник    |           Тролль           |
| 12883 |   Хабанера   |   80  |     Шаман     |            Орк             |
| 12884 |    Aztec     |   80  |     Друид     |        Ночной эльф         |
| 12885 | Youdashkeen  |   80  |   Разбойник   |       Ночнорожденный       |
| 12886 |  Кавайняша   |   80  |     Друид     |           Эредар           |
| 12887 |    Kokirf    |   80  |     Шаман     |           Ворген           |
| 12888 |   Абдеабда   |   80  |    Охотник    |         Эльф крови         |
| 12889 |    Agafia    |   80  |    Охотник    |        Высший эльф         |
| 12890 | Убийцаарены  |   80  |      Воин     |           Дреней           |
| 12891 | Jetapalladin |   80  |    Паладин    |         Эльф крови         |
| 12892 |    Neary     |   80  | Рыцарь смерти |           Тролль           |
| 12893 |  Сержубийца  |   80  |      Воин     |          Человек           |
| 12894 |     Minx     |   80  | Рыцарь смерти |         Эльф крови         |
| 12895 |    Alshi     |   80  |    Охотник    |           Эредар           |
| 12896 |   Bibapal    |   80  |    Паладин    |           Дворф            |
| 12897 |  Карателль   |   80  |    Паладин    |           Эредар           |
| 12898 |  Мутныйдру   |   80  |     Друид     |        Ночной эльф         |
| 12899 | Неудержимыйй |   80  |      Воин     |            Орк             |
| 12900 |   Темныйдк   |   80  | Рыцарь смерти |           Таурен           |
| 12901 |  Тебянашел   |   80  |      Воин     |        Высший эльф         |
| 12902 | Будетбольно  |   80  |  Чернокнижник |           Нежить           |
| 12903 |    Mangi     |   80  |     Друид     |        Ночной эльф         |
| 12904 |   Леранта    |   80  |      Жрец     |          Человек           |
| 12905 |  Ашвадхама   |   80  | Рыцарь смерти |            Орк             |
| 12906 |     Rada     |   80  |    Охотник    |        Эльф бездны         |
| 12907 |  Blacklotus  |   80  |   Разбойник   |        Эльф бездны         |
| 12908 |   Помурчи    |   80  | Рыцарь смерти |          Человек           |
| 12909 |   Zloumag    |   80  |      Маг      |           Гоблин           |
| 12910 |  Делфарион   |   80  |      Воин     |         Эльф крови         |
| 12911 |    Трешер    |   80  |      Маг      |        Ночной эльф         |
| 12912 |    Пушокс    |   80  |    Паладин    |          Человек           |
| 12913 |   Sadgesm    |   80  |  Чернокнижник |       Вульпера(Орда)       |
| 12914 |   Гербертт   |   80  |  Чернокнижник |           Ворген           |
| 12915 |  Solomonid   |   80  |   Разбойник   |        Ночной эльф         |
| 12916 |   Zhadina    |   80  |   Разбойник   |            Орк             |
| 12917 |   Division   |   80  |     Друид     |           Эредар           |
| 12918 |    Razer     |   80  |     Друид     |        Эльф бездны         |
| 12919 |    Deity     |   80  |    Паладин    |           Таурен           |
| 12920 |   Ctapbluu   |   80  |    Паладин    |       Вульпера(Орда)       |
| 12921 |  Diaqujuaxx  |   80  |      Маг      |           Гоблин           |
| 12922 |   Bendler    |   80  |      Жрец     |           Нежить           |
| 12923 |   Gilgalad   |   80  |      Воин     |        Высший эльф         |
| 12924 |    Рубаку    |   80  |      Жрец     |         Эльф крови         |
| 12925 | Mortredhunt  |   80  |   Разбойник   |        Ночной эльф         |
| 12926 |    Irona     |   80  |   Разбойник   |        Ночной эльф         |
| 12927 |    Mramor    |   80  |    Паладин    |         Эльф крови         |
